1|8492|0|bgp
1|14061|0|bgp
1|49120|-1|bgp
1|49673|0|bgp
1|51705|-1|bgp
1|61068|-1|bgp
2|3999|-1|bgp
2|50019|-1|bgp
3|293|0|bgp
3|6939|0|bgp
12|54965|-1|bgp
12|394666|-1|bgp
24|10343|-1|bgp
24|22388|0|bgp
33|13979|-1|bgp
33|54680|-1|bgp
34|2|-1|bgp
35|5691|-1|bgp
42|187|-1|bgp
42|293|0|bgp
42|513|0|bgp
42|553|0|bgp
42|680|0|bgp
42|715|-1|bgp
42|852|0|bgp
42|1031|0|bgp
42|1103|0|bgp
42|1140|0|bgp
42|1239|0|bgp
42|1257|0|bgp
42|1267|0|bgp
42|1273|0|bgp
42|1280|0|bgp
42|1403|0|bgp
42|1764|0|bgp
42|1798|0|bgp
42|1828|0|bgp
42|1836|0|bgp
42|2027|0|bgp
42|2119|0|bgp
42|2152|0|bgp
42|2381|0|bgp
42|2497|0|bgp
42|2500|0|bgp
42|2518|0|bgp
42|2603|0|bgp
42|2613|0|bgp
42|3170|0|bgp
42|3216|0|bgp
42|3257|0|bgp
42|3292|0|bgp
42|3303|0|bgp
42|3333|0|bgp
42|3399|0|bgp
42|3491|0|bgp
42|3741|0|bgp
42|4181|0|bgp
42|4230|0|bgp
42|4608|0|bgp
42|4657|0|bgp
42|4775|0|bgp
42|4777|0|bgp
42|4826|0|bgp
42|5398|0|bgp
42|5413|0|bgp
42|5645|0|bgp
42|5713|0|bgp
42|6079|0|bgp
42|6082|0|bgp
42|6233|0|bgp
42|6423|0|bgp
42|6461|0|bgp
42|6720|0|bgp
42|6762|0|bgp
42|6774|0|bgp
42|6805|0|bgp
42|6894|0|bgp
42|6939|0|bgp
42|7195|0|bgp
42|7500|0|bgp
42|7575|0|bgp
42|7713|0|bgp
42|7738|0|bgp
42|7922|0|bgp
42|8218|0|bgp
42|8220|0|bgp
42|8283|0|bgp
42|8359|0|bgp
42|8447|0|bgp
42|8455|0|bgp
42|8492|0|bgp
42|8560|0|bgp
42|8758|0|bgp
42|8881|0|bgp
42|8896|0|bgp
42|8966|0|bgp
42|9002|0|bgp
42|9044|0|bgp
42|9145|0|bgp
42|9266|0|bgp
42|9304|0|bgp
42|9505|0|bgp
42|9902|0|bgp
42|9957|0|bgp
42|10886|-1|bgp
42|11039|0|bgp
42|11686|0|bgp
42|12186|0|bgp
42|12350|0|bgp
42|12552|0|bgp
42|12637|0|bgp
42|12741|0|bgp
42|12779|0|bgp
42|12859|0|bgp
42|12969|0|bgp
42|13004|0|bgp
42|13194|0|bgp
42|13237|0|bgp
42|13760|0|bgp
42|13786|0|bgp
42|13830|0|bgp
42|14061|0|bgp
42|14537|0|bgp
42|14630|0|bgp
42|14907|0|bgp
42|15412|0|bgp
42|15435|0|bgp
42|15547|0|bgp
42|15576|0|bgp
42|15605|0|bgp
42|15692|0|bgp
42|16347|0|bgp
42|16552|0|bgp
42|16668|-1|bgp
42|16735|0|bgp
42|17639|0|bgp
42|17676|0|bgp
42|18106|0|bgp
42|19281|-1|bgp
42|19653|0|bgp
42|20080|0|bgp
42|20205|0|bgp
42|20612|0|bgp
42|20764|0|bgp
42|20811|0|bgp
42|20912|0|bgp
42|20932|0|bgp
42|21232|0|bgp
42|21320|0|bgp
42|21412|0|bgp
42|21556|-1|bgp
42|22652|0|bgp
42|23367|0|bgp
42|23473|0|bgp
42|23673|0|bgp
42|23764|0|bgp
42|24482|0|bgp
42|24516|0|bgp
42|24961|0|bgp
42|25152|0|bgp
42|25160|0|bgp
42|25220|0|bgp
42|25291|0|bgp
42|28186|0|bgp
42|28716|0|bgp
42|28917|0|bgp
42|29075|0|bgp
42|29140|0|bgp
42|29169|0|bgp
42|29222|0|bgp
42|29467|0|bgp
42|29504|0|bgp
42|29680|0|bgp
42|29691|0|bgp
42|29838|0|bgp
42|30781|0|bgp
42|30844|0|bgp
42|31019|0|bgp
42|31027|0|bgp
42|31133|0|bgp
42|31742|0|bgp
42|32097|0|bgp
42|32653|0|bgp
42|33891|0|bgp
42|34019|0|bgp
42|34177|0|bgp
42|34224|0|bgp
42|34288|0|bgp
42|34549|0|bgp
42|34800|0|bgp
42|34854|0|bgp
42|34927|0|bgp
42|35008|0|bgp
42|35266|0|bgp
42|35360|0|bgp
42|35369|0|bgp
42|35426|0|bgp
42|35598|0|bgp
42|35600|0|bgp
42|35708|0|bgp
42|35710|0|bgp
42|36351|0|bgp
42|36924|0|bgp
42|37100|0|bgp
42|37179|0|bgp
42|37239|0|bgp
42|37271|0|bgp
42|37468|0|bgp
42|37497|0|bgp
42|37662|0|bgp
42|37680|0|bgp
42|37721|0|bgp
42|37989|0|bgp
42|38001|0|bgp
42|39120|0|bgp
42|39351|0|bgp
42|40630|0|bgp
42|40934|0|bgp
42|40994|0|bgp
42|41047|0|bgp
42|41051|0|bgp
42|41095|0|bgp
42|41157|0|bgp
42|41327|0|bgp
42|41666|0|bgp
42|41722|0|bgp
42|41805|0|bgp
42|41811|0|bgp
42|42473|0|bgp
42|42541|0|bgp
42|42708|0|bgp
42|45352|0|bgp
42|46450|0|bgp
42|47147|0|bgp
42|47251|0|bgp
42|47787|0|bgp
42|47957|0|bgp
42|48070|0|bgp
42|48362|0|bgp
42|49420|0|bgp
42|49434|0|bgp
42|49544|0|bgp
42|49605|0|bgp
42|49673|0|bgp
42|49709|0|bgp
42|49788|0|bgp
42|50300|0|bgp
42|50304|0|bgp
42|50629|0|bgp
42|50673|0|bgp
42|50877|0|bgp
42|51088|0|bgp
42|51185|0|bgp
42|51519|0|bgp
42|51786|0|bgp
42|52304|-1|bgp
42|52306|-1|bgp
42|52320|0|bgp
42|52376|0|bgp
42|53767|0|bgp
42|53828|0|bgp
42|56655|0|bgp
42|56987|0|bgp
42|57111|0|bgp
42|57304|0|bgp
42|57695|0|bgp
42|57777|0|bgp
42|58299|0|bgp
42|58453|0|bgp
42|58511|0|bgp
42|58952|0|bgp
42|59105|0|bgp
42|59414|0|bgp
42|59890|0|bgp
42|59891|0|bgp
42|60068|0|bgp
42|60171|0|bgp
42|60326|0|bgp
42|60501|0|bgp
42|61218|0|bgp
42|61292|0|bgp
42|62167|0|bgp
42|62240|0|bgp
42|63927|0|bgp
42|63956|0|bgp
42|64073|0|bgp
42|64475|0|bgp
42|132337|0|bgp
42|132825|0|bgp
42|132847|0|bgp
42|135895|0|bgp
42|136557|0|bgp
42|137409|0|bgp
42|139589|0|bgp
42|140984|0|bgp
42|148968|0|bgp
42|151062|0|bgp
42|198385|0|bgp
42|199524|0|bgp
42|199938|0|bgp
42|200970|0|bgp
42|202365|0|bgp
42|203698|0|bgp
42|204092|0|bgp
42|205112|0|bgp
42|205206|0|bgp
42|206356|0|bgp
42|206499|0|bgp
42|207841|0|bgp
42|210937|0|bgp
42|212483|0|bgp
42|212508|0|bgp
42|263152|0|bgp
42|267613|0|bgp
42|327804|0|bgp
42|327960|0|bgp
42|327983|0|bgp
42|328112|0|bgp
42|328266|0|bgp
42|328320|0|bgp
42|328474|0|bgp
42|328512|0|bgp
42|328832|0|bgp
42|329035|0|bgp
42|394256|0|bgp
42|396998|0|bgp
42|397131|0|bgp
46|11094|-1|bgp
55|46274|-1|bgp
57|217|-1|bgp
57|675|-1|bgp
57|1998|-1|bgp
57|4181|0|bgp
